pravila|acesta|iaste pravilaacestaiaste immmmmsimmmmsimmms
preotului|acel|păcat|iaste|pre preotuluiacelpăcatiastepre immmmmmmsimmsimmmsimmmsims
şi|se|va|chema|preotul|să|se şisevachemapreotulsăse isisisimmmsimmmmmsisis
ispovedească|lui|iară ispovedeascăluiiară immmmmmmmmmsimsimms
ce|va|zice|că|n-am cevazicecăn-am isisimmsisimms
învăţătură|de|la|episcopul|să|fiu învăţăturădelaepiscopulsăfiu immmmmmmmsisisimmmmmmmsisims
cuiva|duhovnic|şi|nu|cutez|să|fac cuivaduhovnicşinucutezsăfac immmsimmmmmmsisisimmmsisims
aceasta|şi|de aceastaşide immmmmsisis
va|muri|acel|om vamuriacelom isimmsimmsis
neispovedit|acel|păcat|iaste|spre neispoveditacelpăcatiastespre immmmmmmmmsimmsimmmsimmmsimms
preotul|pentru|ce|că|nu|socoteaște preotulpentrucecănusocoteaște immmmmsimmmmsisisisimmmmmmmms
scriptura|ce|grăiaște|ca|să|nu|întorci scripturacegrăiaștecasănuîntorci immmmmmmsisimmmmmmsisisisimmmmms
cela|ce|vine celacevine immsisimms
sufletul|lui|nebune|preote|bine sufletulluinebunepreotebine immmmmmsimsimmmmsimmmmsimms
această|nevoie|şi|pentru|cela|ce|aleargă aceastănevoieşipentrucelacealeargă immmmmsimmmmsisimmmmsimmsisimmmmms
la|tine|pentru latinepentru isimmsimmmms
dumnezeu|dirept|aceaia|să dumnezeudireptaceaiasă immmmmmsimmmmsimmmmsis
se|pocăiască|acel|preot|3 sepocăiascăacelpreot3 isimmmmmmmsimmsimmmsc
ai|şi|metanii|100|preotul|desculţ aişimetanii100preotuldesculţ isisimmmmmsimsimmmmmsimmmmms
să|nu|între|în|besearică|să|cînte sănuîntreînbesearicăsăcînte isisimmmsisimmmmmmmsisimmms
iară|de|va iarădeva immsisis
întra|cîndva|şi|va întracîndvaşiva immmsimmmmsisis
cînta|ori|sara|ori|demîneața cîntaorisaraoridemîneața immmsimsimmsimsimmmmmmms
desculţ|să|facă|100|de|metanii desculţsăfacă100demetanii immmmmsisimmsimsisimmmmms
preotul|de|va|tăia|sfîntul|agneţ|cîndva preotuldevatăiasfîntulagneţcîndva immmmmsisisimmsimmmmmsimmmsimmmms
şi|va|cădea şivacădea isisimmms
o|sfărămitură|mică|să osfărămiturămicăsă cimmmmmmmmmsimmsis
facă|200|de|metanii|cine facă200demetaniicine immsimsisimmmmmsimms
va|zăcea|cu|muiarea|lui|cea vazăceacumuiarealuicea isimmmsisimmmmmsimsims
se|apropie|cătră seapropiecătră isimmmmmsimmms
sfintele|icoane|nice|cătră sfinteleicoanenicecătră immmmmmsimmmmsimmsimmms
trupul|oarecărui|sfînt|nice|cătră trupuloarecăruisfîntnicecătră immmmsimmmmmmmsimmmsimmsimmms
moştie|măcară|de|sînt|şi|de moştiemăcarădesîntşide immmmsimmmmsisimmsisis
departe|să|stea|şi departesăsteaşi immmmmsisimmsis
să|i|se|închine|numai săiseînchinenumai iscisimmmmmsimmms
în|sfîntul|oltar însfîntuloltar isimmmmmsimmms
să|iasă|afară|şi săiasăafarăşi isimmsimmmsis
să|facă|100|de|metanii săfacă100demetanii isimmsimsisimmmmms
iară|de|se|va|chema|preotul iarădesevachemapreotul immsisisisimmmsimmmmms
de|oarecarele|să|slujască|pre|un|om deoarecarelesăslujascăpreunom isimmmmmmmmsisimmmmmmsimsisis
mort|sărac|sau mortsăracsau immsimmmsims
bogat|şi|nu|va bogatşinuva immmsisisis
lui|la|fieşce luilafieşce imsisimmmms
prazdnic|şi|oamenii|lui prazdnicşioameniilui immmmmmsisimmmmmsims
şi|va|merge|la|altă şivamergelaaltă isisimmmsisimms
bisearecă|pentru|oarece|dobîndă|să|aibă bisearecăpentruoarecedobîndăsăaibă immmmmmmsimmmmsimmmmsimmmmmsisimms
unii|ca|aceia|canon|2|ai|şi uniicaaceiacanon2aişi immsisimmmsimmmscisis
metanie|cîte|100 metaniecîte100 immmmmsimmsims
preotul|nice|dinioară|să preotulnicedinioarăsă immmmmsimmsimmmmmmsis
nu|între|în|leturghie|fără nuîntreînleturghiefără isimmmsisimmmmmmmsimms
semnat|de|preoţie|iară|de|va|face semnatdepreoţieiarădevaface immmmsisimmmmmsimmsisisimms
aceasta|dentru|nebuniia aceastadentrunebuniia immmmmsimmmmsimmmmmms
lui|să|se|pocăiască luisăsepocăiască imsisisimmmmmmms
în|4|ai|iară|de în4aiiarăde iscisimmsis
va|sluji|cu|fată|sau|cu vaslujicufatăsaucu isimmmsisimmsimsis
muiare|să|se|pocăiască|în|12|ai muiaresăsepocăiascăîn12ai immmmsisisimmmmmmmsisisis
preotul|de|se preotuldese immmmmsisis
va|chema|să|facă vachemasăfacă isimmmsisimms
oarecăriia|să|nu|între|înlăuntru|în oarecăriiasănuîntreînlăuntruîn immmmmmmmsisisimmmsimmmmmmmsis
casă|ce|mai|nainte|să|stea|la casăcemainaintesăsteala immsisimsimmmmsisimmsis
uşa|casei|şi uşacaseişi imsimmmsis
să|facă|molitvă|şi săfacămolitvăşi isimmsimmmmmsis
după|aceaia|să|între|înlăuntru dupăaceaiasăîntreînlăuntru immsimmmmsisimmmsimmmmmmms
şi|să|cădească|pretutindinea|preotul|de şisăcădeascăpretutindineapreotulde isisimmmmmmsimmmmmmmmmmmsimmmmmsis
lua|a|mînca luaamînca imscimmms
şi|de|aceasta|va|borî şideaceastavaborî isisimmmmmsisimms
să|aibă|pocaianie|6|luni|şi săaibăpocaianie6lunişi isimmsimmmmmmmscimmsis
miia|de|metanii|în|toate|zile|iară miiademetaniiîntoatezileiară immsisimmmmmsisimmmsimmsimms
fără|de|săturare fărădesăturare immsisimmmmmms
şi|fără|de|beţie şifărădebeţie isimmsisimmms
va|fi|lui|aceasta|să|se vafiluiaceastasăse isisimsimmmmmsisis
canonească|40|de|zile|şi|metanii|cinci canonească40dezileşimetaniicinci immmmmmmmsisisimmsisimmmmmsimmms
sute|muiarea|de sutemuiareade immsimmmmmsis
va|zăcea|cu|doi vazăceacudoi isimmmsisims
bărbaţi|şi|vor|fi|fraţi bărbaţişivorfifraţi immmmmsisimsisimmms
buni|sau|un|bărbat|cu|2 bunisauunbărbatcu2 immsimsisimmmmsisc
surori|un|om|ca|acela|să|se suroriunomcaacelasăse immmmsisisisimmmsisis
pocăiască|tocma|pînă pocăiascătocmapînă immmmmmmsimmmsimms
la|moarte|și|la lamoarteșila isimmmmsisis
iubirea|de|oameni|ce|de|se iubireadeoamenicedese immmmmsisimmmmsisisis
va|lăsa|de-acii|de|amîndoao|muierile|ce valăsade-aciideamîndoaomuierilece isimmsimmmmmsisimmmmmmsimmmmmmsis
se|zice|de sezicede isimmsis
amîndoao|surorile|să|nu amîndoaosurorilesănu immmmmmsimmmmmmsisis
mai|aibă|di-nsele|nice|una maiaibădi-nseleniceuna imsimmsimmmmmmsimmsims
sau|iară|muiarea|de|va|lăsa sauiarămuiareadevalăsa imsimmsimmmmmsisisimms
amîndoi|frații|să|nu|mai|aibă|bărbat amîndoifrațiisănumaiaibăbărbat immmmmsimmmmsisisimsimmsimmmms
nice|pre|unul nicepreunul immsimsimms
di-nșii|și|așa|iaste di-nșiișiașaiaste immmmmsisimsimmms
vor|pocăi|iară|de|nu|deșartă vorpocăiiarădenudeșartă imsimmmsimmsisisimmmmms
li-e|pocăința|muiarea|de|va|naște|să li-epocăințamuiareadevanaștesă immsimmmmmmsimmmmmsisisimmmsis
facă|40|de facă40de immsisis
să|se|priceștuiască|iară|de săsepriceștuiascăiarăde isisimmmmmmmmmmmsimmsis
va|veni|spre|dinsă|moartea|degrabă vavenispredinsămoarteadegrabă isimmsimmsimmmsimmmmmsimmmmms
pînă|la|40|de|zile|sau|în pînăla40dezilesauîn immsisisisimmsimsis
nașterea|ei|și|atunce naștereaeișiatunce immmmmmsisisimmmms
să|se|priceștuiască|așijdirea|și săsepriceștuiascăașijdireași isisimmmmmmmmmmmsimmmmmmmsis
coconul|botezat|să|se|priceștuiască|scă coconulbotezatsăsepriceștuiascăscă immmmmsimmmmmsisisimmmmmmmmmmmsims
de-i|va|lui|fi|moartea|pînă|a de-ivaluifimoarteapînăa immsisimsisimmmmmsimmsc
și|mai|în|multe șimaiînmulte isimsisimmms
zile|ce|muiarea|mai|nainte zilecemuiareamainainte immsisimmmmmsimsimmmms
și|așa|să|se|priceștuiască|așijderea|și șiașasăsepriceștuiascăașijdereași isimsisisimmmmmmmmmmmsimmmmmmmsis
coconul|și|babele coconulșibabele immmmmsisimmmms
ce|slujesc|la|naștere ceslujesclanaștere isimmmmmsisimmmmms
învățăm|pre|acealea|a|7 învățămpreacealeaa7 immmmmsimsimmmmmscc
pentru|ce|și|aceaste|slujbă|de|treabă pentruceșiaceasteslujbădetreabă immmmsisisimmmmmsimmmmsisimmmms
slujesc|și|ș-alte slujescșiș-alte immmmmsisimmmms
muieri|ce|vor|fi muiericevorfi immmmsisimsis
fără|de|lucru|și|fără fărădelucrușifără immsisimmmsisimms
de|slujbă|ce|vor|veni|spre deslujbăcevorvenispre isimmmmsisimsimmsimms
acealea|să|fie acealeasăfie immmmmsisims
priimite|în|bisearecă|pînă priimiteînbisearecăpînă immmmmmsisimmmmmmmsimms
a|12|zi|iară|altele a12ziiarăaltele cisisimmsimmmms
pînă|în|a|15|zile|împrotivă pînăîna15zileîmprotivă immsiscisimmsimmmmmmms
care|cum|au|slujit|iară|de|nu carecumauslujitiarădenu immsimsisimmmmsimmsisis
se|vor|chema sevorchema isimsimmms
pentru|o|slujbă|oarecarea pentruoslujbăoarecarea immmmscimmmmsimmmmmmms
naște|muiarea|în|sfintele|paști|aceaia naștemuiareaînsfintelepaștiaceaia immmsimmmmmsisimmmmmmsimmmsimmmms
pînă|a|săptămîna|să|se|speale|cu pînăasăptămînasăsespealecu immscimmmmmmmsisisimmmmsis
apă|și|să apășisă imsisis
ia|aghiazmă|49|oarece iaaghiazmă49oarece isimmmmmmsisimmmms
preot|de|va|boteza|pre preotdevabotezapre immmsisisimmmmsims
cineva|de|trei|ori|să|se cinevadetreiorisăse immmmsisimmsimsisis
ia|de|la|popie|că|oarecine|se iadelapopiecăoarecinese isisisimmmsisimmmmmmsis
botează|de|trei boteazădetrei immmmmsisimms
ori|acesta|zice|3 oriacestazice3 imsimmmmsimmsc
părinți|și|3|fii|și părințiși3fiiși immmmmsiscimsis
3|duhuri|sfinte|ce|dinioară|să 3duhurisfintecedinioarăsă cimmmmsimmmmsisimmmmmmsis
se|boteaze|fiecarele|de|se|va|spurca seboteazefiecareledesevaspurca isimmmmmsimmmmmmmsisisisimmmms
oarecine|cu|ceva oarecinecuceva immmmmmsisimms
aceluia|să-i|facă|preotul aceluiasă-ifacăpreotul immmmmsimmsimmsimmmmms
molitvă|50|de|va|fi molitvă50devafi immmmmsisisisis
coconul|botezat|și|nu-i|va|fi coconulbotezatșinu-ivafi immmmmsimmmmmsisimmsisis
luat|părul|lui|cel|dentîiu|și|așa luatpărulluiceldentîiușiașa immsimmmsimsimsimmmmmsisims
va|muri|să vamurisă isimmsis
va|boteza|fiind|crescutul|lui|de vabotezafiindcrescutulluide isimmmmsimmmsimmmmmmmsimsis
mulți|ai|să|stea|și|să|grăiască mulțiaisăsteașisăgrăiască immmsisisimmsisisimmmmmms
însuși|vearuiu|vă însușivearuiuvă immmmsimmmmmsis
edinago|ba|învățat|de edinagobaînvățatde immmmmsisimmmmmsis
altul|și|să|zică|aceasta altulșisăzicăaceasta immmsisisimmsimmmmms
sta|de|trei|ori|și|să-l stadetreiorișisă-l imsisimmsimsisimms
ungă|cu|mir|sfînt|și|cu|unt ungăcumirsfîntșicuunt immsisimsimmmsisisims
sfînt|pretiutindenea|iară sfîntpretiutindeneaiară immmsimmmmmmmmmmmmsimms
cu|mir|pre|cap cumirprecap isimsimsims
și|pre|față|și|să șiprefațășisă isimsimmsisis
grăiască|dinsul|ceaia|ce-i|de|pururea grăiascădinsulceaiace-idepururea immmmmmsimmmmsimmmsimmsisimmmmms
molitva|ce|se|chiamă|botejunea|iară|cu molitvacesechiamăbotejuneaiarăcu immmmmsisisimmmmsimmmmmmmsimmsis
apă|ce|se apăcese imsisis
va|boteza|cu|nusă vabotezacunusă isimmmmsisimms
ce|în|sfîntul|oltariu|întru|un ceînsfîntuloltariuîntruun isisimmmmmsimmmmmsimmmsis
unghiu|preotul|să|nu|boteaze|niminea|după unghiupreotulsănuboteazenimineadupă immmmsimmmmmsisisimmmmmsimmmmmsimms
ce|va|mînca cevamînca isisimmms
iară|de|va|fi iarădevafi immsisisis
vreo|nevoie|să|nu|moară vreonevoiesănumoară immsimmmmsisisimmms
oarecarele|nebotezat|și-l|vor|chema|să-l oarecarelenebotezatși-lvorchemasă-l immmmmmmmsimmmmmmmsimmsimsimmmsimms
nopții|să|meargă nopțiisămeargă immmmsisimmmms
cu|a|doa|nuntă|să|nu cuadoanuntăsănu iscimsimmmsisis
meargă|ce|la|bisearică|de|va|mearge meargăcelabisearicădevamearge immmmsisisimmmmmmmsisisimmmms
să-i|blagoslovească|pre să-iblagosloveascăpre immsimmmmmmmmmmmmsims
dinșii|iară|în|casa dinșiiiarăîncasa immmmsimmsisimms
lor|să|nu|meargă|la lorsănumeargăla imsisisimmmmsis
acea|a|doa|cununie|preotul|de aceaadoacununiepreotulde immscimsimmmmmsimmmmmsis
nu|va|sluji|leturghie|sau|diaconul|ce nuvaslujileturghiesaudiaconulce isisimmmsimmmmmmmsimsimmmmmmsis
așa|se|va așaseva imsisis
ospăta|și|va|borî ospătașivaborî immmmsisisimms
să|se|pocăiască|40|de săsepocăiască40de isisimmmmmmmsisis
zile|așijderea|și|călugărul|preotul|cînd zileașijdereașicălugărulpreotulcînd immsimmmmmmmsisimmmmmmmsimmmmmsimms
oarecarea|sau|pentru|o oarecareasaupentruo immmmmmmsimsimmmmsc
slăbiciune|oarecarea|așijderea|și|călugărul slăbiciuneoarecareaașijdereașicălugărul immmmmmmmsimmmmmmmsimmmmmmmsisimmmmmmms
unt|nice|într-un|chip|iară|de-l|va untniceîntr-unchipiarăde-lva imsimmsimmmmmsimmsimmsimmsis
unge|preotul|acela ungepreotulacela immsimmmmmsimmms
cînta|liturghie|în|60|de cîntaliturghieîn60de immmsimmmmmmmsisisis
zile|iară|de|va|fi|călugăr zileiarădevaficălugăr immsimmsisisisimmmmms
să|se|pocăiască|150|de|zile|și săsepocăiască150dezileși isisimmmmmmmsimsisimmsis
metanii|o|miia metaniiomiia immmmmscimms
în|toate|zile|călugărului întoatezilecălugărului isimmmsimmsimmmmmmmmms
nu|se|cade|de|acmu nusecadedeacmu isisimmsisimms
chip|fără|de|o|boală|oarecarea|mare chipfărădeoboalăoarecareamare immsimmsiscimmmsimmmmmmmsimms
legătură|preotul|de|va legăturăpreotuldeva immmmmmsimmmmmsisis
spune|basne|sau|se|va spunebasnesauseva immmsimmmsimsisis
ținea|de|farmece|sau|de|vrăji țineadefarmecesaudevrăji immmsisimmmmmsimsisimmms
și|le|va|face|vecinului|său|sau șilevafacevecinuluisăusau isisisimmsimmmmmmmsimsims
va|face|de vafacede isimmsis
va|lua|mai|cu valuamaicu isimsimsis
se|părăsească|de|aceastea|și|să sepărăseascădeaceasteașisă isimmmmmmmmsisimmmmmmsisis
se|pocăiască|iară|de|nu|să|se sepocăiascăiarădenusăse isimmmmmmmsimmsisisisis
lase|de|leturghie lasedeleturghie immsisimmmmmmms
așijderea|și|cînd|se așijdereașicîndse immmmmmmsisimmsis
de|negrija|lui|sau|de|beție denegrijaluisaudebeție isimmmmmsimsimsisimmms
slujirea|1|an|preotul slujirea1anpreotul immmmmmscisimmmmms
neguțătoriu|să|se|părăsească|de neguțătoriusăsepărăseascăde immmmmmmmmsisisimmmmmmmmsis
a|sluji|preotul|vînătoriu|sau|la aslujipreotulvînătoriusaula cimmmsimmmmmsimmmmmmmsimsis
arme|ce|iale|sînt|păgînești armeceialesîntpăgînești immsisimmsimmsimmmmmmms
iară|nu|creștinești|numai|voinicilor|cînd iarănucreștineștinumaivoinicilorcînd immsisimmmmmmmmmsimmmsimmmmmmmmsimms
merg|la|războiu|unui|preot|ca|acela merglarăzboiuunuipreotcaacela immsisimmmmmsimmsimmmsisimmms
nu|i|se nuise iscis
cade|să|preoțească|așijderea cadesăpreoțeascăașijderea immsisimmmmmmmmsimmmmmmms
și|călugărul|de|va|umbla șicălugăruldevaumbla isimmmmmmmsisisimmms
așa|să|se|pocăiască|iască|și așasăsepocăiascăiascăși imsisisimmmmmmmsimmmsis
toți|cîți|sînt|întru|rîndul|bisearecii|preotul toțicîțisîntîntrurîndulbiseareciipreotul immsimmsimmsimmmsimmmmsimmmmmmmmsimmmmms
sau|diaconul|să saudiaconulsă imsimmmmmmsis
nu|fie|nemănuia|nice nufienemănuianice isimsimmmmmmsimms
să-l|scoață|la|preoție|pînă să-lscoațălapreoțiepînă immsimmmmsisimmmmmsimms
va|fi|crescutul|lui|de|30 vaficrescutulluide30 isisimmmmmmmsimsisis
de|30|de|ai de30deai isisisis
s-au|botezat|și|atunce|au s-aubotezatșiatunceau immsimmmmmsisimmmmsis
început|a|învăța|derept|aceaia|de începutaînvățadereptaceaiade immmmmscimmmmsimmmmsimmmmsis
nu|va|umplea|30|de|ai|de nuvaumplea30deaide isisimmmmsisisisis
nașterea|lui|să nașterealuisă immmmmmsimsis
nu|preoțească|măcar|cît nupreoțeascămăcarcît isimmmmmmmmsimmmsims
va|fi|destoinic|să|neștine vafidestoinicsăneștine isisimmmmmmmsisimmmmms
va|cădea|într-o|legătură|și|într-o vacădeaîntr-olegăturășiîntr-o isimmmsimmmmsimmmmmmsisimmmms
boală|și|atunce|se|va|boteza|unul boalășiatuncesevabotezaunul immmsisimmmmsisisimmmmsimms
ca|acela|să caacelasă isimmmsis
nu|fie|popă|că nufiepopăcă isimsimmsis
nu|iaste|credința|lui|de nuiastecredințaluide isimmmsimmmmmmsimsis
la|inima|lui|ce|de|nevoie lainimaluicedenevoie isimmmsimsisisimmmms
s-au|botezat|iară|de|nu|va|fi s-aubotezatiarădenuvafi immsimmmmmsimmsisisisis
nimenea|destoinic|altul nimeneadestoinicaltul immmmmsimmmmmmmsimmms
la|preoție|acela|de lapreoțieacelade isimmmmmsimmmsis
nevoie|mare|să|fie|preot nevoiemaresăfiepreot immmmsimmsisimsimmms
de|va|fi|cum|se|cade devaficumsecade isisisimsisimms
viața|lui|preotul|de|nu|va|griji viațaluipreotuldenuvagriji immmsimsimmmmmsisisisimmms
de|slujba|lui deslujbalui isimmmmsims
și|vor|treace|ceasurile șivortreaceceasurile isimsimmmmsimmmmmmms
zilei|cu|nesocotința|lui|și zileicunesocotințaluiși immmsisimmmmmmmmmsimsis
a|nopții|întru|cealea|ce|au anopțiiîntrucealeaceau cimmmmsimmmsimmmmsisis
tocmit|sfinții|apostoli|de|s-au|rugat|derept tocmitsfințiiapostolides-aurugatderept immmmsimmmmmsimmmmmmsisimmsimmmsimmmms
noi|și|au noișiau imsisis
nește|preoți|ca|aceia|nu neștepreoțicaaceianu immmsimmmmsisimmmsis
se|cade|să|preoțească|că|mînie secadesăpreoțeascăcămînie isimmsisimmmmmmmmsisimmms
pre|dumnezeu|și|de|dinsul|departe|că predumnezeușidedinsuldepartecă imsimmmmmmsisisimmmmsimmmmmsis
zice|dumnezeu|rugați-vă zicedumnezeurugați-vă immsimmmmmmsimmmmmmms
în|tot|ceasul|și întotceasulși isimsimmmmsis
vă|privegheați|și|apostolul|grăiaște văprivegheațișiapostolulgrăiaște isimmmmmmmmmsisimmmmmmmsimmmmmms
de|toate-i|mulțemiți|și|nepărăsit|vă detoate-imulțemițișinepărăsitvă isimmmmmsimmmmmmmsisimmmmmmmsis
rugați|preotul|de|va|sluji|și|nu rugațipreotuldevaslujișinu immmmsimmmmmsisisimmmsisis
se|va|priceștui sevapriceștui isisimmmmmmms
de|neînțeleagere|și|nu deneînțeleagereșinu isimmmmmmmmmmmsisis
știe|ce|face|acela|să știecefaceacelasă immsisimmsimmmsis
rău|de|neștiința răudeneștiința imsisimmmmmmms
lui|iară|de-l|vor luiiarăde-lvor imsimmsimmsims
întreba|de|aceasta|și|nu întrebadeaceastașinu immmmmsisimmmmmsisis
aceasta|iară|mai|vîrtos|nepărăsit|nu|va aceastaiarămaivîrtosnepărăsitnuva immmmmsimmsimsimmmmsimmmmmmmsisis
asculta|certarea|acela ascultacertareaacela immmmmsimmmmmmsimmms
să|se|părăsască|nice săsepărăsascănice isisimmmmmmmsimms
va|întra|în|bisearecă|şi|va|sluji vaîntraînbisearecăşivasluji isimmmsisimmmmmmmsisisimmms
să|se|pocăiască săsepocăiască isisimmmmmmms
40|de|zile|şi 40dezileşi isisimmsis
de|se|va|părăsi|de desevapărăside isisisimmmmsis
o|tocmeală|şi|de|un|lucru otocmealăşideunlucru cimmmmmmsisisisimmms
episcopul|ţărîei|de episcopulţărîeide immmmmmmsimmmmsis
va|fi|aşa|să vafiaşasă isisimsis
se|întreabe|de|aceasta|de seîntreabedeaceastade isimmmmmmsisimmmmmsis
arhiepiscop|episcopii|să-ş|cinstească|pre|popii arhiepiscopepiscopiisă-şcinsteascăprepopii immmmmmmmmsimmmmmmmsimmsimmmmmmmmsimsimmms
taină|şi|depreună tainăşidepreună immmsisimmmmmms
cu|îngerii|și|nu cuîngeriișinu isimmmmmsisis
se|cade|să-i|aibă|pre secadesă-iaibăpre isimmsimmsimmsims
dinşii|întru|fără-de-cinste|şi|să|nu dinşiiîntrufără-de-cinsteşisănu immmmsimmmsimmmmmmmmmmmmsisisis
nu|grijască|de|dinşii|ca|de|nește nugrijascădedinşiicadenește isimmmmmmsisimmmmsisisimmms
fii|mai|mici fiimaimici imsimsimms
ci|că|şi|domnul cicăşidomnul isisisimmmms
pre|nește|soții|şi|ca|pre preneștesoțiişicapre imsimmmsimmmsisisims
nește|fraţi|i-au|avut|şi|cătră|dinşii neștefraţii-auavutşicătrădinşii immmsimmmsimmsimmsisimmmsimmmms
grăiia|că|de grăiiacăde immmmsisis
acmu|nu|vă|voiu acmunuvăvoiu immsisisimms
mai|chema|robi|ce|soți maichemarobicesoți imsimmmsimmsisimms
vă|voiu|zice|voao|derept|aceaia văvoiuzicevoaodereptaceaia isimmsimmsimmsimmmmsimmmms
episcopul|toţi|preoţii|să-i|cinstească|şi|toţi episcopultoţipreoţiisă-icinsteascăşitoţi immmmmmmsimmsimmmmmsimmsimmmmmmmmsisimms
să|facă|cinste|preoţilor săfacăcinstepreoţilor isimmsimmmmsimmmmmmms
52|oarecine|den|oamenii|cei 52oarecinedenoameniicei isimmmmmmsimsimmmmmsims
proşti|vor|bîrfi|ceva|pre|preotul proştivorbîrficevaprepreotul immmmsimsimmmsimmsimsimmmmms
sau|cuvinte|spurcate|sau|hule|acela|să saucuvintespurcatesauhuleacelasă imsimmmmmsimmmmmmsimsimmsimmmsis
aibă|pocaianie|6 aibăpocaianie6 immsimmmmmmmsc
luni|cine|blăstema|pre lunicineblăstemapre immsimmsimmmmmmsims
preot|să|fie|procleat|şi preotsăfieprocleatşi immmsisimsimmmmmmsis
cine|mînie|pre|preotul|sau|pre cinemînieprepreotulsaupre immsimmmsimsimmmmmsimsims
dumnezeu|vor|fi dumnezeuvorfi immmmmmsimsis
aprinşi|că|de|părinţii aprinşicădepărinţii immmmmsisisimmmmmms
cei|trupește|dezrădăcinează|den|temelie ceitrupeștedezrădăcineazădentemelie imsimmmmmmsimmmmmmmmmmmmsimsimmmmms
blăstemul|fecioriloru-şi|dară|cu|cît|mai blăstemulfecioriloru-şidarăcucîtmai immmmmmmsimmmmmmmmmmmmsimmsisimsims
vîrtos|părinţii|cei|sufletești|şi|lecuitorii|sufletului vîrtospărinţiiceisufleteștişilecuitoriisufletului immmmsimmmmmmsimsimmmmmmmmsisimmmmmmmmsimmmmmmmms
să-i|va|cineva să-ivacineva immsisimmmms
mîniia|ce|va|fi mîniiacevafi immmmsisisis
de|aceasta|ce|mai|amar deaceastacemaiamar isimmmmmsisimsimms
53|diaconul|preotului|să|i|se 53diaconulpreotuluisăise isimmmmmmsimmmmmmmsiscis
pleace|şi|ca|un|fiiu|mai|mic pleaceşicaunfiiumaimic immmmsisisisimmsimsims
di-nsul|să|asculte di-nsulsăasculte immmmmsisimmmmms
pre|preotul|şi|să-i prepreotulşisă-i imsimmmmmsisimms
slujască|oarece|diacon|vă|grăi slujascăoarecediaconvăgrăi immmmmmsimmmmsimmmmsisimms
spurcat|pre|preotul|şi-i|va|bîrfi spurcatprepreotulşi-ivabîrfi immmmmsimsimmmmmsimmsisimmms
să|se|desparţă|întru|an|iară|de-l săsedesparţăîntruaniarăde-l isisimmmmmmsimmmsisimmsimms
dinsul|duhovnicul|popa|are dinsulduhovniculpopaare immmmsimmmmmmmmsimmsims
puteare|să-l|iarte|iară|de putearesă-liarteiarăde immmmmsimmsimmmsimmsis
va|lovi|pre|popa|şi|cu valoviprepopaşicu isimmsimsimmsisis
ai|preotul|sau aipreotulsau isimmmmmsims
diaconul|de|va|cleveti diaconuldevacleveti immmmmmsisisimmmmms
sau|va|bîrfi|pre|episcopul sauvabîrfipreepiscopul imsisimmmsimsimmmmmmms
