pravilaacestaiaste immmmmsimmmmsimmms
cîţigîndescîntr-aceasteașgînduripreotulcînd immsimmmmmsimmmmmmmmmmmmsimmmmmsimmmmmsimms
taiesfîntulagneţşivacădeadentr-îns immsimmmmmsimmmsisisimmmsimmmmmmms
osfărîmiturămică cimmmmmmmmmsimms
săfacă200de isimmsimsis
metaniicălugăruldevafi immmmmsimmmmmmmsisisis
înmănăstireşivastrîngemulţime isimmmmmmmsisisimmmmmsimmmmms
deaveareîntruascunsdeigumenulsă isimmmmsimmmsimmmmsisimmmmmmsis
aibăpocaianie1 immsimmmmmmmsc
anșimetanii2 isisimmmmmsc
miedezicălugărulde imsisisimmmmmmmsis
vaşedealamasăşide isimmmsisimmsisis
vagrăicuvintedeşartesăsepostească isimmsimmmmmsimmmmmsisisimmmmmmms
pînălaalt immsisims
prînzşimetanii200 immmsisimmmmmsims
şisăsetaiecurund isisisimmsimmmms
cadenepriitoriulmasaceaiace isisimmmmmmmmmmsimmsimmmsis
nuarecuvîntulluidumnezeuînchipuiașteunii isimsimmmmmmsimsimmmmmmsimmmmmmmmmmsimms
iaslededobitoc immmsisimmmmms
oarecinevaieșiden immmmmmsisimmsims
mănăstirefărădeînvățăturaigumenului immmmmmmsimmsisimmmmmmmmsimmmmmmmms
săfiefărădepriceșteniede isimsimmsisimmmmmmmmmsis
sevastrigafrateprefrateși isisimmmmsimmmsimsimmmsis
nuvazice isisimms
celaauzsăfacă immsimsisimms
100demetaniioarecinese imsisimmmmmsimmmmmmsis
vascîrbiprefrateîndeșert isimmmmsimsimmmsisimmmms
șinu-ivafaceluimetaniesă-ș isimmsisimmsimsimmmmmsimms
lasemîniiasă immsimmmmsis
sepostească1săptămînă isimmmmmmmscimmmmmmms
cinevaluapostşi immsisimsimmsis
varăpştişivagrăicurmezişat isimmmmsisisimmsimmmmmmmms
cănuvaștifolosulluisă isisisimsimmmmmsimsis
sepostească1 isimmmmmmmsc
săptămînăcinenuva immmmmmmsimmsisis
filablagosloveniiameaseice isisimmmmmmmmmmmmsimmmmsis
vavenimaiapoisănu isimmsimsimmsisis
mănîncecesămănîncemaiapoicine immmmmsisisimmmmmsimsimmsimms
vaaveamînie isimmsimmms
cucinevalavreamea isimmmmsisimmmmms
priceşteniişinu-ivaierta immmmmmmmmsisimmsisimmms
luisănusepriceştuiascăcine imsisisisimmmmmmmmmmmsimms
vameargelasladnițăsaulapivniță isimmmmsisimmmmmmsimsisimmmmms
fărăvreamesă immsimmmmsis
sepostească1zi isimmmmmmmscis
călugăruldesevaîmbăta immmmmmmsisisisimmmms
cumarăfacecurviesaude imsimsimmsimmmmsimsis
vafuraaşijdireacălugăruldevasăruta isimmsimmmmmmmsimmmmmmmsisisimmmms
oriînce imsisis
chipmuiaresăsă immsimmmmsisis
postească40dezileşi immmmmmmsisisimmsis
metanii80înzicălugărulschimnic immmmmsisisisimmmmmmmsimmmmmms
devalovipreunfratesă isisimmsimsisimmmsis
facă100de immsimsis
metaniicălugărulsihastrunu immmmmsimmmmmmmsimmmmmmsis
isecadesăaibă cisimmsisimms
niceundobitocfărăpisicăcălugărul immsisimmmmmsimmsimmmmsimmmmmmms
de-șvalăsaașternutulluişinu-ş immsisimmsimmmmmmmmsimsisimms
vameargeîn isimmmmsis
chiliedeleanesă-i immmmsisimmmsimms
facă100metaniicălugărulfalnic immsimsimmmmmsimmmmmmmsimmmms
căvazicecăede isisimmsiscis
sămînţăbunăşiderudămarepost immmmmsimmsisisimmsimmsimms
50dezile isisimms
metanii300căcine immmmmsimsisimms
setundeseleapădăde isimmmsisimmmmmsis
lumecălugăruldevaglumicu immsimmmmmmmsisisimmmsis
frateleluisaucualtul100de immmmmsimsimsisimmmsimsis
metaniisăfacă immmmmsisimms
călugăruldevazăcea immmmmmmsisisimmms
deştinssăseînchine100 immmmmsisisimmmmmsims
demetaniicălugăruldeseva isimmmmmsimmmmmmmsisisis
dasomnuluitrupuluisăuiastecălugăriară isimmmmmmsimmmmmmsimsimmmsimmmmmsimms
nuduhuluisfînt isimmmmmsimmms
călugăruldevavorbi immmmmmmsisisimmms
înbisearicăcualtulsau isimmmmmmmsisimmmsims
cîntîndvarîdemetanii100călugărul immmmmsisimmsimmmmmsimsimmmmmmms
desevaprindecumînade isisisimmmmsisimmsis
mădulariulcelde immmmmmmmsimsis
rușineși-lvacăuta immmmsimmsisimmms
cumarăfacecurviede imsimsimmsimmmmsis
vorzăceadoicălugăriîntruașternut imsimmmsimsimmmmmmsimmmsimmmmmms
curvaricheamăpredinşiihristoscălugărulde immmmmsimmmmsimsimmmmsimmmmmsimmmmmmmsis
valuaceva isimsimms
pentrusufletşinu immmmsimmmmsisis
vaspuneigumenuluicaun isimmmsimmmmmmmmsisis
mortiastecălugăruldevazăcea immsimmmsimmmmmmmsisisimmms
înpoalamuiereascăsauîntr-amîini-sasă isimmmsimmmmmmmmsimsimmmmsimmmmmmsis
nusepriceştuiască isisimmmmmmmmmmms
în40dezile isisisimms
şisănumănîncecu isisisimmmmmsis
şoțiecănuedostoiniccălugărul immmsisiscimmmmmmmsimmmmmmms
devatreacecuomuiarecîtu-l isisimmmmsiscimmmmsimmmms
vastrigaun isimmmmsis
omsăfacă100 isisimmsims
demetaniisarăşidemîneaţă isimmmmmsimmsisimmmmmmms
călugărulcevaumbladupămeasele immmmmmmsisisimmmsimmsimmmmms
oamenilorsaulanunteursgrăiaștedumnezeu immmmmmmsimsisimmmsimsimmmmmmsimmmmmms
căiastecălugărul isimmmsimmmmmmms
ceumblăîntrupetreacerile isimmmsimmmsimmmmmmmmmms
mireneștidumnezeugrăiaștecăe immmmmmmsimmmmmmsimmmmmmsisc
cîinecănu-llasădraculpentru immmsisimmsimmsimmmmsimmmms
săvazămuierilemireneșticălugăruldeva isimmsimmmmmmsimmmmmmmsimmmmmmmsisis
lucracevafără immmsimmsimms
demantiesminteală-iiaste isimmmmsimmmmmmmmmsimmms
luicălugăruldevafura imsimmmmmmmsisisimms
cevadenmănăstirivestitpost12 immsimsimmmmmmmsimmmmsimmsis
aisănusecuminecefărăden isisisisimmmmmmsimmsims
pașticălugărulschimnic immmsimmmmmmmsimmmmmms
devasărutapre isisimmmmsims
frate-săusăfacă100metanii immmmmmmsisimmsimsimmmmms
călugăruldevaaducecevaîn immmmmmmsisisimmmsimmsis
mănăstirisănubiruiascăcudinsulce immmmmmmsisisimmmmmmmsisimmmmsis
igumenulcălugărulde immmmmmsimmmmmmmsis
vamîncacarnesă isimmmsimmmsis
săpostească12aiși isimmmmmmmsisisis
săsepriceștuiascădetreiori isisimmmmmmmmmmmsisimmsims
înanșimetaniicîte50ce isisisimmmmmsimmsisis
călugărșadela immmmmsimmsis
masăși-șvaslăbi immsimmsisimmms
brîulcumarefacecurvie immmsimsimsimmsimmmms
călugărulcevazăceaînbiserică immmmmmmsisisimmmsisimmmmmms
săfacă100metaniicălugărulceva isimmsimsimmmmmsimmmmmmmsisis
cădeacuparte immmsisimmms
bărbăteascăsaucudobitoc immmmmmmmmsimsisimmmmms
șisevaînfruptasă isisisimmmmmmsis
săpocăiască8aișimetanii isimmmmmmmscisisimmmmms
150cetoateînvățăturilenusîntla imsisimmmsimmmmmmmmmmsisimmsis
toțioameniice immsimmmmmsis
laceiînțelepțică isimsimmmmmmmsis
uniicaaceiasecheamă immsisimmmsisimmmms
oamenicereștişiîngeripămînteștioarecine immmmsimmmmmsisimmmmsimmmmmmmmsimmmmmms
vavărsafăcîndsfîntaslujbășio isimmmsimmmmsimmmmsimmmmsisc
vaferipost isimmsimms
1săptămînăcineva cimmmmmmmsimmsis
pohtide-şvatăiaden immmsimmsisimmsims
trupulluipost3aide immmmsimsimmscisis
apăşidepîinecinenu-șva imsisisimmmsimmsimmsis
ferisfîntulagneţ immsimmmmmsimmms
ce-lvagustaşoarece immsisimmmsimmmmms
sau-lvasfărîmapost40 immmsisimmmmmsimmsis
dezileoarecinevavărsasfîntul isimmsimmmmmmsisimmmsimmmmms
păharînvreameaaduceriipostosăptămînă immmsisimmmmmsimmmmmmsimmscimmmmmmms
iarălasvîrşit immsisimmmmms
40dezilepost isisimmsimms
devacîntapopaleturghie isisimmmsimmsimmmmmmms
şivauitasăpotrebeascăsfintele isisimmsisimmmmmmmmmsimmmmmms
darurisălesocoteascăpînădimineaţaşi immmmsisisimmmmmmmmsimmsimmmmmmmsis
săpotrebeascăpre isimmmmmmmmmsims
dinselecălugărulpopăde immmmmsimmmmmmmsimmsis
vacădeaoriînce isimmmsimsisis
chipdecurvieșinuva immsisimmmmsisisis
știnimineanumaiduhovnicu-săusă-ideapocaianie imsimmmmmsimmmsimmmmmmmmmmmsimmsimsimmmmmmms
săsepocăiască isisimmmmmmms
întrutoatezilelevieții immmsimmmsimmmmsimmmms
luișisăseferească imsisisisimmmmmms
înpostulmaredevinși isimmmmsimmsisimsis
deuntnumaisîmbătașiduminecași isimsimmmsimmmmmsisimmmmmmsis
înpraznicedomnești isimmmmmmsimmmmmms
șiașasăslujască isimsisimmmmmms
dumnezeiascaslujbăiarădenu immmmmmmmmmsimmmmsimmsisis
vavreasățiecanonsă isimmsisimsimmmsis
lasepopiiapopadevalovipre immsimmmmsimmsisisimmsims
cinevaîntruocară immmmsimmmsimmms
șidentr-acealoviturăva isimmmmmmmmsimmmmmmsis
murisăfiescosiară immsisimsimmsimms
devafiprostsăfie isisisimmmsisims
despărțitcălugărulde-șvalepădacuculiulsău immmmmmmsimmmmmmmsimmsisimmmmsimmmmmmsims
șiiarăse isimmsis
vaîntoarcede-lva isimmmmmmsimmsis
luadupă6aisă imsimmscisis
secuminecelapaștimetanii50 isimmmmmmsisimmmsimmmmmsis
călugărulnuisecadesă-șlase immmmmmmsiscisimmsimmsimms
postrigulluisă immmmmmmsimsis
umbleîncoaceșiîncolea immmsimmmmmsisimmmmms
episcopulsaupopacenu-ș immmmmmmsimsimmsisimms
vaînvățacude-adinspostrigașiilui isimmmmsisimmmmmmsimmmmmmmmmsims
șioameniiîntrucredinţaceabunăsă isimmmmmsimmmsimmmmmmsimsimmsis
sedesparţăoarecine isimmmmmmsimmmmmms
vapiiardedentrupul isimmmmmsimsimmmms
luidumnezeuopărticeasă imsimmmmmmscimmmmmmsis
sedesparţă40dezileiară isimmmmmmsisisimmsimms
deboală3zileiarăborîturasă isimmmscimmsimmsimmmmmmsis
ofereascăsau cimmmmmmsims
săoîngroapeîn iscimmmmmmsis
bisearecăundenuumblăoameni immmmmmmsimmsisimmmsimmmms
iarăsănuoarzăcum immsisiscimmsims
facoarecariineînţelepţişisăzică100 imsimmmmmmmsimmmmmmmmmsisisimmsims
depsalmiiară isimmmmsimms
deovagusta iscisimmms
cîinepost100dezile immmsimmsimsisimms
cinevaîmpuţibucatelece-smîncătoare immsisimmmmsimmmmmmsimmsimmmmmmmms
săfacăosutădemetaniipopa isimmscimmsisimmmmmsimms
cevabea isisims
vinpînăînal imsimmsisis
6ceasdenoaptesă cimmsisimmmmsis
nuslujascăcîndverisăpotrebești isimmmmmmsimmsimmsisimmmmmmmms
sfîntanupunevinmultcade-sepopei immmmsisimmsimsimmsimmmmmsimmms
săşazăla isimmsis
masăcufricalui immsisimmmsims
dumnezeusămănînceșisă immmmmmsisimmmmmsisis
beacîtepuţinelşisăse imsimmsimmmmmsisisis
socoteascăcăslugăiastecăgrăiaștescriptura immmmmmmmsisimmmsimmmsisimmmmmmsimmmmmmms
popacese immsisis
îmbatăcumvajudeca immmmsimsisimmmms
direptaceastaamalesiară immmmsimmmmmsisimmsimms
nuînvățnuzicscripturilesă isimmmsisimsimmmmmmmmmsis
nubeaivincesebeaiiară isimmsimsisisimmsimms
sănute isisis
îmbețicătotbețivul immmmsisimsimmmmms
sărăceașteșimintea-șpiiardeși immmmmmmmsisimmmmmmsimmmmmsis
multrăufaceșipresine immsimsimmsisimsimms
sesugrumășisufletullui-șdădracului isimmmmmsisimmmmmmsimmmsisimmmmmms
călugăruldeva immmmmmmsisis
scîrbiprefratelesău immmmsimsimmmmmsims
sauvagrăicuvintedeșarte imsisimmsimmmmmsimmmmms
cudinsulsăsepocăiască3 isimmmmsisisimmmmmmmsc
ziledepitășideapămetanii immsisimmsisisimsimmmmms
150lazi imsisis
șidupăaceaiasă-ș isimmsimmmmsimms
facămolitvăpentrucecă immsimmmmmsimmmmsisis
ș-auspurcatguracuivacura immsimmmmmsimmsimsisimms
sîngedennascade-sesenuse immmsimsimsimmmmmsisisis
priceștuiascănicesă immmmmmmmmmmsimmsis
iaanaforăiarăden isimmmmmsimmsims
gurăsăianuse immsisisisis
cadecălugăruluisă-șlasesîngesă immsimmmmmmmmmsimmsimmsimmmsis
fiesănătosfărădeonevoiede imsimmmmmsimmsiscimmmmsis
boalăcese immmsisis
cadeluisă-șlase immsimsimmsimms
sîngeleluișisă-lvearse immmmmsimsisimmsimmmms
întoatăvreameașiîntoate isimmmsimmmmmsisisimmms
zileiarănoapteașizioaostenințăși immsimmsimmmmmsisimmsimmmmmmmsis
postșiprivegheare immsisimmmmmmmmms
șicurugăciunea isisimmmmmmmsc
seuscașia-șvărsa isimmsisimsimmms
sîngeleluinusecadesă immmmmsimsisisimmsis
sefacăleturghieșisăsepriceștuiască isimmsimmmmmmmsisisisimmmmmmmmmmms
șidupăaceaia isimmsimmmms
să-șlasesîngece immsimmsimmmsis
deaca-șvalăsasîngedupă immmmmsisimmsimmmsimms
aceaiadevavreasăia immmmsisisimmsisis
șianaforăiarăsănusepriceștuiască isimmmmmsimmsisisisimmmmmmmmmmms
pentrucecă immmmsisis
nuiastefrumosa isimmmsimmmmsc
luatrupulluidumnezeucălugărul imsimmmmsimsimmmmmmsimmmmmmms
devarădicavrogîlceavăpre isisimmmmsimsimmmmmmsims
igumenulluiși-lvalovisă-itaie immmmmmsimsimmsisimmsimmsimms
luimînaiară imsimmsimms
igumenuldevafi immmmmmsisisis
șisfeștenicsă-lgoneascăcu isimmmmmmmsimmsimmmmmmsis
despărțireșicusfeatniciiluicălugărul immmmmmmmsisisimmmmmmmmsimsimmmmmmms
denuvavenilapolonoștnițăsă isisisimmsisimmmmmmmmmmsis
facă150de immsimsis
metaniiiarădenu immmmmsimmsisis
vavenilatoatăutrănia isimmsisimmmsimmmmms
sănumănînceîntr-aceazidupă isisimmmmmsimmmmmmmsisimms
cuvîntulluipavelapostolsănumănînce immmmmmsimsimmmsimmmmmsisisimmmmms
deșertaceasteaînvăţăm immmmsimmmmmmsimmmmms
devafisănătos isisisimmmmms
șinuvavenila isisisimmsis
bisearicăiarădevafislab immmmmmmsimmsisisisimms
spreuniicaaceianuiasteleage immsimmsisimmmsisimmmsimmms
iarăcineva immsimmsis
filatoatăutrănie isisimmmsimmmmms
șinusevatîmpla isisisisimmmms
lacisteaișeheruvim50metaniiiară isimmmmmmmsimmmmmsisimmmmmsimms
devafilaslujbătrimisspre isisisisimmmmsimmmmsimms
uniicaaceia immsisimmms
nueleagecălugărul iscimmmsimmmmmmms
cenuvavenila isisisimmsis
leturghiefiindfărădelucrusă immmmmmmsimmmsimmsisimmmsis
numănîncepînălaal9ceas isimmmmmsimmsisiscimms
şimetanii100 isimmmmmsims
călugăruldupăpavecerniţăde immmmmmmsimmsimmmmmmmmmsis
vamîncașivabea isimmmsisisims
50demetaniicălugărulcîtva isisimmmmmsimmmmmmmsimsis
fugideailuiatîtaseapropiie immsisisimsimmmsisimmmmmms
dedumnezeuși isimmmmmmsis
cîtseapropiede imsisimmmmmsis
ailuiatîtafugede isimsimmmsimmsis
dinsuldarulluidumnezeunuse immmmsimmmsimsimmmmmmsisis
cadecălugăruluisătunzăpremireance immsimmmmmmmmmsisimmmsimsimmmmsis
precălugărsau imsimmmmmsims
prepopăașijdireazice imsimmsimmmmmmmsimms
sănusepriceștuiascăde isisisimmmmmmmmmmmsis
lapopămireancedela isimmsimmmmsisisis
călugărsaudelaepiscupuldepetreacere immmmmsimsisisimmmmmmmsisimmmmmmmms
cesezice isisimms
depostșidezlegarea isimmsisimmmmmmmms
atotanulnichiforcade-se cimsimmsimmmmmmsimmmmms
așticădeseva cimsisisisis
tîmplaprazniculnașteriiluihristosșiblagoiavleniia immmmsimmmmmmmsimmmmmmsimsimmmmmsisimmmmmmmmmmmms
miercurisauvineri immmmmmsimsimmmms
dezlegămlabrînzăși immmmmmsisimmmmsis
oaoiarădeseva imsimmsisisis
tîmplarojdestvobțiilivăvedenieili immmmsimmmmmmmsimsimsimmmmmmmsims
sreatenieiliuspeniamiercurisauvineridezlegăm immmmmmmsimsimmmmmsimmmmmmsimsimmmmsimmmmmms
lapeașteși isimmmmsis
vinașijdireașila imsimmmmmmmsisis
preobrajenieiarășilablagoveaștenii immmmmmmmmmsimmsisisimmmmmmmmmmmms
oriînceziseva imsisisisisis
tîmpladepostșițveatonosiedezlegămla immmmsisimmsisimmmmmmmmmsimmmmmmsis
peașteiarăîn immmmsimmsis
săptămînaceamarepînă immmmmmmsimsimmsimms
lajoimariuntși isimsimmsimsis
viniarăînvinereaceamare imsimmsisimmmmmsimsimms
vinnumaiiară2praznicealelui imsimmmsimmscimmmmmmsimsims
preadteceșisvetii immmmmmmsisimmmms
petrușipavelşi immmsisimmmsis
blagoslovioandesevor immmmmmmsimmsisisims
tîmplamiercurişivinerisămănînce immmmsimmmmmmsisimmmmsisimmmmms
peașteiarălacrîstovsănuse immmmsimmsisimmmmmsisisis
mănînceuntvin immmmmsimsims
săsebeaiară isisimsimms
după12ziledupăcrăciun immsisimmsimmsimmmmms
șiîntrusăptămînaînaintelăsatuluide isimmmsimmmmmmmsimmmmmsimmmmmmmsis
carneșilarosaliişiabrînzii immmsisisimmmmmsiscimmmmms
șiluminatadezlegăm isimmmmmmsimmmmmms
latoatemiercurice isimmmsimmmmmmsis
eșivineriîntruaceaste cisimmmmsimmmsimmmmms
rosaliivinșiuntnumaicade-se immmmmsimsisimsimmmsimmmmms
săseștieșiaceastacădupă isisimmsisimmmmmsisimms
prazdniciledomneștisă immmmmmmmmsimmmmmmsis
nufacemomîncare isimmmscimmmmms
ce2șisăbem iscisisims
şivincade-seaștică isimsimmmmmscimsis
întrupostulsfinţilorapostolișihristovarojdestva immmsimmmmsimmmmmmmsimmmmmmsisimmmmmmsimmmmmmms
șiuspeniebți isimmmmmsims
marțișijoipeaște immmsisimsimmmms
sănusemănîncece isisisimmmmmsis
untşivinnumaiiarăluni imsisimsimmmsimmsimms
şimiercurişivineriniceuntnice isimmmmmmsisimmmmsimmsimsimms
vincesă imsisis
facemnumaiodată immmsimmmscimms
mîncaredesevatîmpla immmmmsisisisimmmms
vreunsfîntmarţijoișiva immmsimmmsimmmsimsisis
aveapolieleusămănîncepeașteiarăde immsimmmmmmsisimmmmmsimmmmsimmsis
vafiluni isisimms
numaiuntșivin immmsimsisims
iarădevafimiercuri immsisisisimmmmmms
sauvinerisăsemănîncede imsimmmmsisisimmmmmsis
2orişivinsăbemcade-se cimsisimsisimsimmmmms
aștică cimsis
devafisfîntului isisisimmmmmmms
bdeaniemiercurișivinerisă immmmmsimmmmmmsisimmmmsis
semănînceuntiarădeva isimmmmmsimsimmsisis
filunișipeașteiarădese isimmsisimmmmsimmsisis
vatîmplapomenirea isimmmmsimmmmmmms
sfîntuluiceluiacenehramul immmmmmmsimmmmsimmsimmmms
miercurisauvinerisămănînce immmmmmsimsimmmmsisimmmmms
peaștecade-seaștidese immmmsimmmmmscimsisis
vatîmplavreunsfîntșivaavea isimmmmsimmmsimmmsisisimms
polieleumiercuriși immmmmmsimmmmmmsis
vinerifărădenpost immmmsimmsimsimms
săsemănînce2ori isisimmmmmscims
șisăbeaviniarăde isisimsimsimmsis
sevacîntapre8săse isisimmmsimscisis
mănînceuntiară immmmmsimsimms
devafiluni isisisimms
săsemănîncepeașteiară isisimmmmmsimmmmsimms
devafisfîntulpre6 isisisimmmmmsimsc
într-aceazisăfievincublagoslovenie immmmmmmsisisimsimsisimmmmmmmmmmms
apatraparte cimmmsimmms
decofădepostul isimmsisimmmms
rojdestvohristovoșialsfinţilor immmmmmmsimmmmmmsisisimmmmmmms
apostolicade-seaștiîntrupostul immmmmmsimmmmmscimsimmmsimmmms
născutuluiluihristosşialsfinţilorapostoli immmmmmmmsimsimmmmmsisisimmmmmmmsimmmmmms
cîndseva immsisis
tîmplaaliluiasăfacem immmmsimmmmmsisimmms
preobiceaiumetaniișidupă imsimmmmmmsimmmmmsisimms
chipulpostuluiceluimaresăumplem immmmsimmmmmmsimmmsimmsisimmmms
șipostiredupăaceazicîndiaste isimmmmmsimmsimmsisimmsimmms
alliluiasăpunem immmmmmsisimmms
mejducesiefărădecathisma immmmmmmmsimmsisimmmmmms
dezioade-ntîiudeavgust isimmsimmmmmmsisimmmms
şiceeîntr-înstocmealăpostului isiscimmmmmmsimmmmmmsimmmmmms
pentruadormireapreacurateiblagoslovițălaarătarecă immmmsimmmmmmmsimmmmmmmmmsimmmmmmmmmmsisimmmmmsis
dentr-aceastăzide immmmmmmmmmmsisis
astăziziceiaste immmmsisisimmms
întîiualuiavgustpînă immmmscimsimmmmsimms
în15zilealeluisă isisimmsimsimsis
necurăţimcupostulcumşiîntr-alte isimmmmmsisimmmmsimsisimmmmmmms
posturialcrăciunului immmmmsisimmmmmmmmms
şialsvetiipetru isisimmmmsimmms
pentruaceastătocmealăpentruînchinarea immmmsimmmmmsimmmmmmsimmmmsimmmmmmmms
cinstituluilemnşipentrucinstitasvetaa immmmmmmmmsimmsisimmmmsimmmmmmsimmmms
născătoarealuidumnezeuşipentruboalelece immmmmmmmmsimsimmmmmmsisimmmmsimmmmmsis
iesîntr-aceastezile imsimmmmmmmmmmsimms
deciîntr-aceastezileîntru immsimmmmmmmmmmsimmsimmms
toatenisecadesă immmsisisimmsis
nelăsămdebrînzăşide isimmmsisimmmmsisis
oaoşidealtelenicepeaștea imsisisimmmmsimmsimmmmsc
gustaniceunt immmsimmsims
fărăînprazdneculpreaobrajeniii immsisimmmmmmmmsimmmmmmmmmmmms
căîntr-însuliastemîngîiaremare isimmmmmmmmsimmmsimmmmmmmsimms
fraţilorpînăîn10zilede immmmmmsimmsisisimmsis
lunădecetirecălugăruluiînchilieși immsisimmmmsimmmmmmmmmsisimmmmsis
demetaniică isimmmmmsis
amluatdepre isimmsisims
acealelocuriîntrutruchilia immmmsimmmmsimmmsimsimmmms
luisăceteascăpsaltireadecicine imsisimmmmmmsimmmmmmmsimmsimms
emaiputearnicsăosvîrşascăîntr-o cimsimmmmmmmsiscimmmmmmmsimmmms
zişiîntr-o isisimmmms
noaptealţiişi3 immmmsimmmsisc
însăptămînăiarăalţii2 isimmmmmmmsimmsimmmsc
iarămetaniisăfacăcăruiacumu-i immsimmmmmsisimmsimmmmsimmmms
vafiputeareaîntr-aceastaşipolonoștnițacu isisimmmmmmsimmmmmmmmmmsisimmmmmmmmmmsis
neporociniişicu immmmmmmmmsisis
metaniicumşialtă immmmmsimsisimms
slujbăcade-seaștică immmmsimmmmmscimsis
dupălăsareaieşireidenbisearecăşi immsimmmmmsimmmmmsimsimmmmmmmsis
vommeargelachilienusecade imsimmmmsisimmmmsisisimms
săfacemvorbă isimmmsimmms
unulcualtcă immsisimsis
opreașteaceastasfinţiipărinţică immmmmmsimmmmmsimmmmmsimmmmmsis
nisecadesăneferim isisimmsisisimmms
detoatăadunareapravilacălugăruluiprostpentru isimmmsimmmmmmsimmmmmsimmmmmmmmmsimmmsimmmms
9ceas2 cimmsc
ațedereptvecernie4 imsimmmmsimmmmmmsc
ațepavecerniţaceamică3 imsimmmmmmmmmsimsimmsc
ațeiarăceamare6ațe imsimmsimsimmscims
polonoștnița6ațeutrănea12ațeceas immmmmmmmmmscimsimmmmmsisimsimms
3şi6 cisc
4aţeiobeadnița6 cimsimmmmmmmmsc
ațepravilachiliei6ațe imsimmmmmsimmmmmscims
şimetanii300pentruopsaltire isimmmmmsimsimmmmscimmmmmms
60aţeacathistul12ațeparaclis6 isimsimmmmmmmmsisimsimmmmmmsc
aţedescurtarea imsisimmmmmmms
postuluiculeturghiiaşi immmmmmsisimmmmmmmmsis
cupsaltireapentru4luni isimmmmmmmsimmmmscimms
depost10leturghiipentruun isimmsisimmmmmmmsimmmmsis
an30deleturghiipentru10leturghii isisisimmmmmmmsimmmmsisimmmmmmms
5psaltiripentru cimmmmmmsimmmms
20deleturghii10 isisimmmmmmmsis
psaltiripentru30deleturghii immmmmmsimmmmsisisimmmmmmms
15psaltiripentru30deleturghii isimmmmmmsimmmmsisisimmmmmmms
3tetroevanghelpentrutetroevanghel5psaltiripentru cimmmmmmmmmmmsimmmmsimmmmmmmmmmmscimmmmmmsimmmms
psaltire5aspri immmmmmscimmms
pentruleturghie2bani immmmsimmmmmmmscimms
pentrutetroevanghel5costandepentru immmmsimmmmmmmmmmmscimmmmmmsimmmms
12ziledepost1leturghie isimmsisimmscimmmmmmms
pentru1zipost300demetanii immmmscisimmsimsisimmmmms
opsaltiretire cimmmmmmsimms
pentru2leturghiiscrie immmmscimmmmmmmsimmms
şitetroevanghelpentru12leturghii isimmmmmmmmmmmsimmmmsisimmmmmmms
psaltirea1molitve66cupoim immmmmmmscimmmmmsisisimms
gvispunereazilelorceiasteîntr-unan imsimmmmmmsimmmmmsisimmmsimmmmmsis
deceasurişi isimmmmmsis
demejdociasiiînan isimmmmmmmmmsisis
sînt12luniiarăsăptămîni immsisimmsimmsimmmmmmms
52zile365șiceasuri4162 isimmsimsisimmmmmsimms
şimejdociasii2povărişişasezeci isimmmmmmmmmscimmmmsisimmsimms
înpostulmare isimmmmsimms
metanii396iatăaltă immmmmsimsimmsimms
pravilăpentruvecerniişipentru immmmmsimmmmsimmmmmmsisimmmms
9ceas2cathizmeşipentru cimmscimmmmmmsisimmmms
pavecerniţamică1cathismăpentrupavecerniţamare immmmmmmmmsimmscimmmmmmsimmmmsimmmmmmmmmsimms
2cathizmepentru cimmmmmmsimmmms
polonoștniță2cathismepentru immmmmmmmmmscimmmmmmsimmmms
utrănie4cathismepentruchilie immmmmscimmmmmmsimmmmsimmmms
2cathismepentru300demetanii cimmmmmmsimmmmsimsisimmmmms
6cathismeiarăduminecăsara50de cimmmmmmsimmsimmmmmmsimmsisis
metaniiaceastaiaste immmmmsimmmmmsimmms
scaracărţiicap1 immmsimmmmsimsc
deprazdnicedomneștilist1 isimmmmmmmsimmmmmmsimmsc
2desfinţiiapostolicap2 cisimmmmmsimmmmmmsimsc
list33demucenicimaricap immsccisimmmmmmsimmsims
3list4 cimmsc
4deboiarişi cisimmmmsis
demaimaricap4 isimsimmsimsc
list65depostrigcap immsccisimmmmmsims
5list86deepiscopicap cimmsccisimmmmmmsims
6list9 cimmsc
7depopide cisimmsis
diaconicap7list12 immmmmsimscimmsis
8depărinţi8list14 cisimmmmmscimmsis
9demaştehă9list1610 cisimmmmmscimmsisis
decurvari10 isimmmmmsis
list1611de immsisisis
sîngeamestecat11list17 immmsimmmmmmmsisimmsis
12deispovedanie12list18 isisimmmmmmmmmsisimmsis
13ioannamniha13list2014 isimmmmsimmmsisimmsisis
demiercuride isimmmmmmsis
vinere14list30 immmmsisimmsis
15decine-şdătrupul isisimmmmsisimmmms
preruşinelist3116de imsimmmmsimmsisisis
bisearicăşidepriceştenielist3317 immmmmmmsisisimmmmmmmmmsimmsisis
decurvarilist isimmmmmsimms
3418depostul isisisimmmms
marelist3519de immsimmsisisis
ucidereevoieșinevoielist immmmmscimmsisimmmmsimms
