pravila|acesta|iaste pravilaacestaiaste immmmmsimmmmsimmms
ierusalime|uitată|fie ierusalimeuitatăfie immmmmmmmsimmmmsims
dereapta|mea|6lepească-se|limba dereaptamea6lepească-selimba immmmmmsimsimmmmmmmmmmsimmms
mea|grumadzilor|miei|se|nu meagrumadzilormieisenu imsimmmmmmmmmsimmsisis
înrainte-aşu|punre|ierusalimulu|ca|dentru|începutulu înrainte-aşupunreierusalimulucadentruînceputulu immmmmmmmmmsimmmsimmmmmmmmmmsisimmmmsimmmmmmmms
veseliiei|meale|7pomeneaşte|doamne|fiii|edomului|în veseliieimeale7pomeneaştedoamnefiiiedomuluiîn immmmmmmsimmmsimmmmmmmmmsimmmmsimmsimmmmmmsis
dzua|ierusalimului|cinre dzuaierusalimuluicinre immsimmmmmmmmmmmsimmms
mişelelor|fericatu|e|cenre|va|plăti mişelelorfericatuecenrevaplăti immmmmmmsimmmmmmscimmmsisimmms
ţie|plata|ta|ce|ea|va|plati ţieplatataceeavaplati imsimmmsisisisisimmms
noo|9ferice|e noo9fericee imsimmmmmsc
cenre|va|lua|şi cenrevaluaşi immmsisimsis
va|răzbi|pruncii|tăi|de varăzbiprunciităide isimmmsimmmmmsimsis
piiatră|slava|cîntarea|lu|david|137 piiatrăslavacîntarealudavid137 immmmmsimmmsimmmmmmsisimmmsims
1ispovedescu-me|ţie|doamnele|cu|toată|înrima|mea 1ispovedescu-meţiedoamnelecutoatăînrimamea immmmmmmmmmmmmsimsimmmmmmsisimmmsimmmmsims
cîntu|ţie|că|ai cîntuţiecăai immmsimsisis
ascultatu|toa|te|graiurile|rrostului ascultatutoategraiurilerrostului immmmmmmsimsisimmmmmmmsimmmmmmms
mieu|2închinru-me|cătră|beseareca|sfinţiei|tale mieu2închinru-mecătrăbesearecasfinţieitale immsimmmmmmmmmmsimmmsimmmmmmmsimmmmmmsimms
spuniu-me|numelui|tău|de|mila|ta|şi spuniu-menumeluităudemilataşi immmmmmmsimmmmmsimsisimmsisis
adevărului|tău|că adevăruluităucă immmmmmmmsimsis
numele|sfînt|al|tău|3în numelesfîntaltău3în immmmsimmmsisimsims
dzua|în|ce|te|voiu|chema dzuaîncetevoiuchema immsisisisimmsimmms
currundu|me|audzi|ulţişi-me|în|sufletul|mieu currundumeaudziulţişi-meînsufletulmieu immmmmmsisimmmsimmmmmmmsisimmmmmmsimms
cu|putearea|ta cuputeareata isimmmmmmsis
4spunru-se|ţie|doamne|toţi 4spunru-seţiedoamnetoţi immmmmmmmsimsimmmmsimms
împăraţii|pămîntului|că|ascultară|toate împăraţiipămîntuluicăascultarătoate immmmmmmsimmmmmmmmsisimmmmmmmsimmms
în|cîntecele|domnului|că|e|mai|mare încînteceledomnuluicăemaimare isimmmmmmmsimmmmmmsiscimsimms
e|înralt|domnul|şi eînraltdomnulşi cimmmmsimmmmsis
de|departe|o|şti|7se|aşu dedeparteoşti7seaşu isimmmmmscimsimsims
mearge|în|mijloc|de|bănat|învie-me-veri|pre meargeînmijlocdebănatînvie-me-veripre immmmsisimmmmsisimmmsimmmmmmmmmmmsims
mînia|vrăjimaşilor|miei mîniavrăjimaşilormiei immmsimmmmmmmmmmsimms
tindi-va|mînra|sa|şi tindi-vamînrasaşi immmmmmsimmmsisis
scoase-me|dereapta|ta|8domnul|va scoase-medereaptata8domnulva immmmmmmsimmmmmmsisimmmmmsis
da|derept|menre|doamne|mila|ta dadereptmenredoamnemilata isimmmmsimmmsimmmmsimmsis
e|în|veaci|lucrul|mînrulor|tale|ne eînveacilucrulmînrulortalene cisimmmsimmmmsimmmmmmsimmsis
părăsi|în|marginre părăsiînmarginre immmmsisimmmmmms
de|zaharia|138|1doamne dezaharia1381doamne isimmmmmsimsimmmmms
ispititu-me-ai|şi|me-ai|cunoscut|2tu ispititu-me-aişime-aicunoscut2tu immmmmmmmmmmmsisimmmsimmmmmmsims
cunoscuşi|şedearea|mea|şi|scularea|mea cunoscuşişedeareameaşisculareamea immmmmmmsimmmmmmsimsisimmmmmmsims
3tu|înţeleseşi|gîndul|mieu|de|departe|cărrarea 3tuînţeleseşigîndulmieudedepartecărrarea imsimmmmmmmmsimmmmsimmsisimmmmmsimmmmmms
mea|tu|eşti|sleditoriu meatueştisleditoriu imsisimmsimmmmmmmms
4şi|toate|caile|meale|prevădzuşi 4şitoatecailemealeprevădzuşi imsimmmsimmmsimmmsimmmmmmmms
că|nu|e|lăstire|în|limba cănuelăstireînlimba isiscimmmmmsisimmms
me|încheiaşi|şi|puseşi meîncheiaşişipuseşi isimmmmmmmsisimmmms
pre|menre|mînrule|tale|6miră-se premenremînruletale6miră-se imsimmmsimmmmmsimmsimmmmmms
nu|vîncu|cătră-ns|7cătruo|voiu|i|de nuvîncucătră-ns7cătruovoiuide isimmmsimmmmmmsimmmmmsimmscis
de|faţa|ta|cătruo defaţatacătruo isimmsisimmmms
voiu|fugi|8se|aşu|sui voiufugi8seaşusui immsimmsimsimsims
în|ceriu|tu|acole|eşti|se înceriutuacoleeştise isimmmsisimmmsimmsis
aşu|luoa|arepile aşuluoaarepile imsimmsimmmmms
meale|de|demînraţă|şi mealededemînraţăşi immmsisimmmmmmmsis
me-aş|muta|înrapoia|mariei|10şi me-aşmutaînrapoiamariei10şi immmsimmsimmmmmmsimmmmsimms
amu|acolo|mînra|ta|năstăvi-me-va|şi amuacolomînratanăstăvi-me-vaşi imsimmmsimmmsisimmmmmmmmmmmsis
me|va|ţinrea|dereapta|ta|11şi|dziș mevaţinreadereaptata11şidziș isisimmmmsimmmmmmsisimmsimms
iată|întunrearecul|călca-me-va iatăîntunreareculcălca-me-va immsimmmmmmmmmmmsimmmmmmmmms
şi|noaptea|în|luminrarea şinoapteaînluminrarea isimmmmmsisimmmmmmmms
mîncariei|meale|12că|întunrearecul|nu mîncarieimeale12căîntunreareculnu immmmmmmsimmmsimmsimmmmmmmmmmmsis
va|întureca|de|la|tinre|şi vaînturecadelatinreşi isimmmmmmsisisimmmsis
noaptea|ca|dzua|luminra-se-va|ca|întunreareculu|ei noapteacadzualuminra-se-vacaîntunreareculuei immmmmsisimmsimmmmmmmmmmmsisimmmmmmmmmmmmsis
ei|13că|tu|întocmişi ei13cătuîntocmişi isimmsisimmmmmmms
den|maţele|mumînriei|meale|14spuniu-me|ţie denmaţelemumînrieimeale14spuniu-meţie imsimmmmsimmmmmmmsimmmsimmmmmmmmmsims
că|cu|frică|se|miră|ciudesele|pre căcufricăsemirăciudeselepre isisimmmsisimmsimmmmmmmsims
de|tinre|de|acealea|ce|mi-ai detinredeacealeacemi-ai isimmmsisimmmmmsisimmms
faptu|într-ascuns|şi|trupul|mieu|pre|dedesuptul faptuîntr-ascunsşitrupulmieuprededesuptul immmsimmmmmmmmmsisimmmmsimmsimsimmmmmmmms
pămîntului|16nedereasele|meale pămîntului16nedereaselemeale immmmmmmmsimmmmmmmmmmmsimmms
vădzură|ochii|tăi|şi vădzurăochiităişi immmmmsimmmsimsis
vor|scrie|dzua|clădi-se-vor|şi|nemică vorscriedzuaclădi-se-vorşinemică imsimmmsimmsimmmmmmmmmmsisimmmms
tăi|doamne|foarte tăidoamnefoarte imsimmmmsimmmms
se|întăriră|puterile|lor seîntărirăputerilelor isimmmmmmsimmmmmmsims
sculaiu|şi|încă|sîmtu|cu|tinre sculaiuşiîncăsîmtucutinre immmmmsisimmsimmmsisimmms
19se|ai|ucide|greaşnicii|doamne|ărbaţii|strîmbi 19seaiucidegreaşniciidoamneărbaţiistrîmbi immsisimmmsimmmmmmmmsimmmmsimmmmmsimmmmms
plecaţi-vă|de|la plecaţi-vădela immmmmmmmsisis
deşert|cetaţile|tale|21au|cinre|te deşertcetaţiletale21aucinrete immmmsimmmmmmsimmsimmsimmmsis
gilăluiaşte|doamne|gilăluiiu|şi|de|vrăjimaşii|tăi gilăluiaştedoamnegilăluiiuşidevrăjimaşiităi immmmmmmmmsimmmmsimmmmmmmsisisimmmmmmmmsims
şi|stătuiu|22şi şistătuiu22şi isimmmmmsimms
de|sfîrşit|giloşag|gilăluiiu desfîrşitgiloşaggilăluiiu isimmmmmsimmmmmsimmmmmmms
ei|şi|vrăjimaşi|fură|mie eişivrăjimaşifurămie isisimmmmmmmsimmsims
23ispiteaşte-me|dzeu|şi|ştii|inrima|mea 23ispiteaşte-medzeuşiştiiinrimamea immmmmmmmmmmmmsimmsisimmsimmmmsims
ispiteaşte-me|şi|cunoşti|cararea|mea|24şi|vedzi ispiteaşte-meşicunoşticarareamea24şivedzi immmmmmmmmmmsisimmmmmsimmmmmsimsimmsimmms
de|farădeleage|întru|menre defarădeleageîntrumenre isimmmmmmmmmsimmmsimmms
năstăveaşte-me|pre|calea|de|veac năstăveaşte-meprecaleadeveac immmmmmmmmmmmsimsimmmsisimms
de|la|omulu|hiclean|şi|de|la delaomuluhicleanşidela isisimmmsimmmmmsisisis
bărbatulu|nedereptulu|izbăveaşte-me bărbatulunedereptuluizbăveaşte-me immmmmmmsimmmmmmmmmsimmmmmmmmmmms
2ce|gîndiră|pre|menre 2cegîndirăpremenre imsimmmmmsimsimmms
nedereptate|într-îrimă|dzua|glotiia-se|oşti nedereptateîntr-îrimădzuaglotiia-seoşti immmmmmmmmsimmmmmmmmsimmsimmmmmmmmsimms
3ascuţiră|limba|sa|ca|şerpe|venrinru 3ascuţirălimbasacaşerpevenrinru immmmmmmsimmmsisisimmmsimmmmmms
de|mînrule|greşnicilor demînrulegreşnicilor isimmmmmsimmmmmmmmms
de|omul|nederept|scoate-me deomulnedereptscoate-me isimmsimmmmmmsimmmmmmms
de|la|cei|ce|gîndiră delaceicegîndiră isisimsisimmmmms
a|împiedeca|urmele|meale|5ascunseră|trufaşii aîmpiedecaurmelemeale5ascunserătrufaşii cimmmmmmmsimmmmsimmmsimmmmmmmmsimmmmmms
cursă|mie|şi|funri|întinseră|cursă|picioarelor cursămieşifunriîntinserăcursăpicioarelor immmsimsisimmmsimmmmmmmsimmmsimmmmmmmmms
de|greşală|puseră|mie degreşalăpuserămie isimmmmmsimmmmsims
6dzişu|domnului|dumnedzău|mieu|eşti 6dzişudomnuluidumnedzăumieueşti immmmsimmmmmmsimmmmmmmsimmsimms
tu|ia|amente|glasul|rrugăciunriei|meale tuiaamenteglasulrrugăciunrieimeale isisimmmmsimmmmsimmmmmmmmmmmsimmms
7doamne|doamne|sila|spăseniei|umbrit-ai|spre|capul 7doamnedoamnesilaspăsenieiumbrit-aisprecapul immmmmsimmmmsimmsimmmmmmmsimmmmmmmsimmsimmms
mieu|în|dzi mieuîndzi immsisims
de|rrăzboiu|8nu|mai derrăzboiu8numai isimmmmmmsimsims
părrăsi|menre|se|nu|nu|cînduva|înrălţa-se-va părrăsimenresenunucînduvaînrălţa-se-va immmmmsimmmsisisisimmmmmsimmmmmmmmmmms
9capul|denpregiurul|lor 9capuldenpregiurullor immmmsimmmmmmmmmmsims
ustenitulu|rrostu|lor|acoperi-va ustenitulurrostuloracoperi-va immmmmmmmsimmmmsimsimmmmmmmms
10cadea-vor|pre|ei|cărbunri|de 10cadea-vorpreeicărbunride immmmmmmmmsimsisimmmmmmsis
foc|oborri-veri|ei|în|chin|neustoit focoborri-verieiînchinneustoit imsimmmmmmmmmsisisimmsimmmmmms
11bărbat|limbut|nu|se|va|înderepta|pre 11bărbatlimbutnusevaîndereptapre immmmmmsimmmmsisisisimmmmmmmsims
pămîntu|bărbat|nedereptu pămîntubărbatnedereptu immmmmsimmmmsimmmmmmms
rreu|va|vînra|în rreuvavînraîn immsisimmmsis
putredire|12înţeleş|că|va|face putredire12înţeleşcăvaface immmmmmmsimmmmmmmsisisimms
domnul|giudeţ|measerilor|şi|descumpărat|mişeilor domnulgiudeţmeaserilorşidescumpăratmişeilor immmmsimmmmsimmmmmmmmsisimmmmmmmmmsimmmmmms
13însă|derepţii|ispovedi-se-vor|numelui|tău|şi|se 13însăderepţiiispovedi-se-vornumeluităuşise immmmsimmmmmmsimmmmmmmmmmmmmsimmmmmsimsisis
vor|muta|derepţii vormutaderepţii imsimmsimmmmmms
cu|faţa|ta|slava cufaţataslava isimmsisimmms
cîntecul|lui|david|140|1doamne cînteculluidavid1401doamne immmmmmsimsimmmsimsimmmmms
chemaiu|cătră|tinre|audzi-me|ia|amente chemaiucătrătinreaudzi-meiaamente immmmmsimmmsimmmsimmmmmmsisimmmms
glasul|rrugăciunrilor|meale|cîndu|voiu|chema|cătră glasulrrugăciunrilormealecînduvoiuchemacătră immmmsimmmmmmmmmmmmsimmmsimmmsimmsimmmsimmms
tinre|2se|se tinre2sese immmsimsis
înderepteadze|rruga|mea|ca înderepteadzerrugameaca immmmmmmmmmmsimmmsimsis
o|cădire|înraintea|ta|rrădicarea ocădireînrainteatarrădicarea cimmmmsimmmmmmmsisimmmmmmmms
mînrulor|meale|jirtva|de|sară|3punre mînrulormealejirtvadesară3punre immmmmmsimmmsimmmmsisimmsimmmms
doamne|ținreare|rrostului|mieu|şi|uşiiei|îngrădire doamneținrearerrostuluimieuşiuşiieiîngrădire immmmsimmmmmmsimmmmmmmsimmsisimmmmsimmmmmmms
de|ustnele|meale deustnelemeale isimmmmmsimmms
vinele|de|păcate|cu|oamenrii|ce vineledepăcatecuoamenriice immmmsisimmmmsisimmmmmmsis
dereptu|cu|mila|şi dereptucumilaşi immmmmsisimmsis
afla-me-va|iară|untul|greaşnicului|se afla-me-vaiarăuntulgreaşniculuise immmmmmmmsimmsimmmsimmmmmmmmmmsis
nu|ungă|capul|mieu|că|încă nuungăcapulmieucăîncă isimmsimmmsimmsisimms
lor|6înghiţite|fură lor6înghiţitefură imsimmmmmmmmsimms
lîngă|piatră|giudeaţele|lor lîngăpiatrăgiudeaţelelor immmsimmmmsimmmmmmmmsims
audzi-se-vor|grăitele|meale|că|vîncură audzi-se-vorgrăitelemealecăvîncură immmmmmmmmmsimmmmmmsimmmsisimmmmms
7cît|grosul|pămîntului|rrăsipiră-se|oasele|lor 7cîtgrosulpămîntuluirrăsipiră-seoaselelor immsimmmmsimmmmmmmmsimmmmmmmmmmsimmmmsims
tinre|upovăiră|nu|lua tinreupovăirănulua immmsimmmmmmsisims
sufletul|mieu|9ţinre-me|de|aceaste sufletulmieu9ţinre-medeaceaste immmmmmsimmsimmmmmmmsisimmmmms
curse|ce|puseră|mie|şi|de cursecepuserămieşide immmsisimmmmsimsisis
sa|greaşnicii|urul sagreaşniciiurul isimmmmmmmmsimms
sîmt|eu|pînră|voiu sîmteupînrăvoiu immsisimmmsimms
treace|înţelepciunrea|lui|david|141 treaceînţelepciunrealuidavid141 immmmsimmmmmmmmmmmmsimsimmmsims
1cu|glasul|mieu|cătră|domnul|chemaiu 1cuglasulmieucătrădomnulchemaiu imsimmmmsimmsimmmsimmmmsimmmmms
între|el|rruga întreelrruga immmsisimmms
înraintea|lui|spunre-o-voiu|3cîndu|se înraintealuispunre-o-voiu3cînduse immmmmmmsimsimmmmmmmmmmmsimmmmsis
cumpliia|de|la|menre|aburul|mieu cumpliiadelamenreaburulmieu immmmmmsisisimmmsimmmmsimms
şi|tu|cunoscuşi|cărrarea|mea|pre|aceasta şitucunoscuşicărrareameapreaceasta isisimmmmmmmsimmmmmmsimsimsimmmmms
îmblaiu|ascunse|ră|cursa îmblaiuascunserăcursa immmmmsimmmmmsisimmms
mie|4căutaiu|de-a|dereapta|de mie4căutaiude-adereaptade imsimmmmmmsimmsimmmmmmsis
menre|şi|vădzuiu|că|nu|fuse menreşivădzuiucănufuse immmsisimmmmmsisisimms
cinre|ştie|menre|peri|fuga|de|la cinreştiemenreperifugadela immmsimmsimmmsimmsimmsisis
menre|şi|nu menreşinu immmsisis
iaste|cinre|a|ceare iastecinreaceare immmsimmmscimmms
sufletul|mieu|5chemaiu|cătră|tinre sufletulmieu5chemaiucătrătinre immmmmmsimmsimmmmmmsimmmsimmms
doamne|dzişu|tu|eşti|nedeajdea|mea doamnedzişutueştinedeajdeamea immmmsimmmsisimmsimmmmmmmsims
partea|mea|eşti|pre|pămîntulu|celor|ce parteameaeştiprepămîntulucelorce immmmsimsimmsimsimmmmmmmsimmmsis
amente|cătră|rrugăciunrea|mea amentecătrărrugăciunreamea immmmsimmmsimmmmmmmmmmsims
de|cei|ce|me|gonescu|că deceicemegonescucă isimsisisimmmmmsis
se|întăriră|decît|menre|7scoate|den|temniţă seîntărirădecîtmenre7scoatedentemniţă isimmmmmmsimmmsimmmsimmmmmsimsimmmmms
a|se|ispovedi aseispovedi cisimmmmmms
numelui|tău|menre|aştaptă numeluităumenreaştaptă immmmmsimsimmmsimmmmms
derepţii|pînră|veri|plăti|mnea derepţiipînrăveriplătimnea immmmmmsimmmsimmsimmmsimms
în|margire|cîntecul|lui|david|142 înmargirecînteculluidavid142 isimmmmmsimmmmmmsimsimmmsims
1doamne|audzi|rruga|mea|şi|socoteaşte|rrugăciunrea 1doamneaudzirrugameaşisocoteaşterrugăciunrea immmmmsimmmsimmmsimsisimmmmmmmmsimmmmmmmmmms
mea|într-adevărul|tău meaîntr-adevărultău imsimmmmmmmmmmmsims
audzi-me|în|dereptatea|ta audzi-meîndereptateata immmmmmsisimmmmmmmmsis
cu|şerbul|tău|că|nu|se cuşerbultăucănuse isimmmmsimsisisis
va|înderepta|înraintea|ta|tot|viul|3că vaîndereptaînrainteatatotviul3că isimmmmmmmsimmmmmmmsisimsimmsims
goni|vrăjimaşul|sufletul gonivrăjimaşulsufletul immsimmmmmmmmsimmmmmms
mieu|micşurat-au|în|pămînt mieumicşurat-auînpămînt immsimmmmmmmmmsisimmmms
viaţă-mea|tocmitu-me-au|întru|înturearec|ca viaţă-meatocmitu-me-auîntruînturearecca immmmmmmsimmmmmmmmmmmsimmmsimmmmmmmmsis
morţii|veacului|4şi|mîhni-se|sufletul|mieu morţiiveacului4şimîhni-sesufletulmieu immmmsimmmmmmsimsimmmmmmsimmmmmmsimms
5pomeniiu|dzilele|de 5pomeniiudzilelede immmmmmmsimmmmmsis
demult|învăţaiu-me|întru|toate demultînvăţaiu-meîntrutoate immmmsimmmmmmmmmsimmmsimmms
dealele|tale|în|faptele|mînrulor dealeletaleînfaptelemînrulor immmmmsimmsisimmmmmsimmmmmms
sufletul|mieu|ca|pămîntul|fără|de|apă sufletulmieucapămîntulfărădeapă immmmmmsimmsisimmmmmmsimmsisims
doamne|cumpli|aburul|mieu doamnecumpliaburulmieu immmmsimmmmsimmmmsimms
nu|întoarce|faţa|ta|de nuîntoarcefaţatade isimmmmmmsimmsisis
la|menre|şi|me|asămănraiu|cu lamenreşimeasămănraiucu isimmmsisisimmmmmmmmsis
mie|demînraţa|mila miedemînraţamila imsimmmmmmmsimms
ta|că|pre|tinre tacăpretinre isisimsimmms
nedejdiiu|arrata-mi|doamne|calea|în nedejdiiuarrata-midoamnecaleaîn immmmmmmsimmmmmmmsimmmmsimmmsis
ceaia|ce|voiu|i|că|cătră ceaiacevoiuicăcătră immmsisimmscisimmms
vrajimaşii|miei|doamne vrajimaşiimieidoamne immmmmmmmsimmsimmmms
cătră|tinre|fugiiu|10învaţă-me cătrătinrefugiiu10învaţă-me immmsimmmsimmmmsimmmmmmmmms
a|face|voia|ta|că afacevoiatacă cimmsimmsisis
cel|bunr|nastăvi-me-va|pre|pămîntulu|dereptu|11dereptu celbunrnastăvi-me-vaprepămîntuludereptu11dereptu imsimmsimmmmmmmmmmmsimsimmmmmmmsimmmmmsimmmmmmms
numele|tău|doamne numeletăudoamne immmmsimsimmmms
învie-me-veri|cu|dereptatea|ta învie-me-vericudereptateata immmmmmmmmmmsisimmmmmmmmsis
scoate-veri|den|grije|sufletul|mieu scoate-veridengrijesufletulmieu immmmmmmmmsimsimmmsimmmmmmsimms
12şi|cu|mila|ta|piarde-veri|vrăjimaşii 12şicumilatapiarde-verivrăjimaşii immsisimmsisimmmmmmmmmsimmmmmmmms
miei|şi|veri|piarde|toţi|dodeitorii|sufletului mieişiveripiardetoţidodeitoriisufletului immsisimmsimmmmsimmsimmmmmmmmsimmmmmmmms
şerbul|tău|sîmt|slava şerbultăusîmtslava immmmsimsimmsimmms
143|1blagoslovitu|e|dumnedzeu|mieu|ce 1431blagoslovituedumnedzeumieuce imsimmmmmmmmmmmscimmmmmmmsimmsis
au|învăţat|mînrule|meale|înglotirea|degetelor|meale auînvăţatmînrulemealeînglotireadegetelormeale isimmmmmsimmmmmsimmmsimmmmmmmmsimmmmmmmsimmms
pre|războiu|2mila prerăzboiu2mila imsimmmmmsimmms
sprejenitoriul|mieu|şi|mîntuitoriul|mieu sprejenitoriulmieuşimîntuitoriulmieu immmmmmmmmmmmsimmsisimmmmmmmmmmsimms
miei|suptu|menre|3doamne|ce|iaste|omul mieisuptumenre3doamneceiasteomul immsimmmsimmmsimmmmmsisimmmsimms
arretatu|lui|sau|fecioru arretatuluisaufecioru immmmmmsimsimsimmmmms
omenrescu|că-l|veri|schimba|4omul omenrescucă-lverischimba4omul immmmmmmsimmsimmsimmmmmsimmms
a|deşertu|asămănră-se|dzilele-i|ca|umbra adeşertuasămănră-sedzilele-icaumbra cimmmmmsimmmmmmmmmsimmmmmmmsisimmms
trecură|5doamne|pleacă|ceriul|şi|deştinge|atinge trecură5doamnepleacăceriulşideştingeatinge immmmmsimmmmmsimmmmsimmmmsisimmmmmmsimmmms
de|codri|şi decodrişi isimmmsis
se|vor|afuma|6fulgeră sevorafuma6fulgeră isimsimmmsimmmmmms
cu|fulgerul|şi-i|veri|rrăsfira cufulgerulşi-iverirrăsfira isimmmmmmsimmsimmsimmmmmms
lasă|săgeatele|tale|şii|veri|smenti lasăsăgeateletaleşiiverismenti immsimmmmmmmsimmsimsimmsimmmms
apă|multă|den|mînrule apămultădenmînrule imsimmmsimsimmmmms
de|feciori|striinri|8a|lor defecioristriinri8alor isimmmmmsimmmmmmsisims
rrost|grăiia|deşert|şi|dereapta|lor rrostgrăiiadeşertşidereaptalor immmsimmmmsimmmmsisimmmmmmsims
dzeace|strune|cîn|ta-voiu dzeacestrunecînta-voiu immmmsimmmmsimsimmmmms
ţie|10dătătoriului|spăsenie|împăraţilor|izbăvitoriului ţie10dătătoriuluispăsenieîmpăraţilorizbăvitoriului imsimmmmmmmmmmmmsimmmmmmsimmmmmmmmmsimmmmmmmmmmmms
lu|davidu|şerbului|său|de|arme ludaviduşerbuluisăudearme isimmmmsimmmmmmsimsisimms
rreale|11mîntuiaşte-me|den|mînrule|feciorilor|striinrilor|12a rreale11mîntuiaşte-medenmînrulefeciorilorstriinrilor12a immmmsimmmmmmmmmmmmmsimsimmmmmsimmmmmmmmsimmmmmmmmmsims
lor|fecerii|ca lorfeceriica imsimmmmmsis
de|nou|rrăsădiţi|împlîntaţi denourrăsădiţiîmplîntaţi isimsimmmmmmmsimmmmmmmms
den|giunriia|sa|fecioarele|lor dengiunriiasafecioarelelor imsimmmmmmsisimmmmmmmmsims
cruţate|şi|înfrumseţate|ca|în|chip cruţateşiînfrumseţatecaînchip immmmmsisimmmmmmmmmmsisisimms
ceasta|în|ceaia ceastaînceaia immmmsisimmms
oile|lor|multu|se-au oilelormultuse-au immsimsimmmsimmms
plodit|mulţindu-se|în|ieşitul|său ploditmulţindu-seînieşitulsău immmmsimmmmmmmmmsisimmmmmsims
14boii|loru-s|graşi|nu|e|cădere 14boiiloru-sgraşinuecădere immmmsimmmmsimmmsiscimmmms
călduriei|lui|nece|străbatere|nece|strigare|în căldurieiluinecestrăbaterenecestrigareîn immmmmmmsimsimmsimmmmmmmmsimmsimmmmmmsis
răspîntiile|lor|15îmbunrară răspîntiilelor15îmbunrară immmmmmmmmsimsimmmmmmmmms
oamenrii|ceia|ce|aceşte oamenriiceiaceaceşte immmmmmsimmsisimmmms
sîmtu|ferice|de|oamenrii|lor sîmtufericedeoamenriilor immmsimmmmsisimmmmmmsims
david|144|1înralţu-te|dzeul|mieu|împăratul|mieu david1441înralţu-tedzeulmieuîmpăratulmieu immmsimsimmmmmmmmmsimmmsimmsimmmmmmmsimms
în|veaci|şi|în înveacişiîn isimmmsisis
veacii|veacului|2şi|în|toate veaciiveacului2şiîntoate immmmsimmmmmmsimsisimmms
în|veaci|şi|în|veacii|veacului|3mai înveacişiînveaciiveacului3mai isimmmsisisimmmmsimmmmmmsimms
mare|e|domnul mareedomnul immscimmmms
şi|e|lăudatu|vîrtos şielăudatuvîrtos iscimmmmmsimmmms
tale|grăi-vor|şi talegrăi-vorşi immsimmmmmmsis
bunrătaţiei|tale|dezlupi-vor|şi|dereptaţiei|tale|bucura-se-voru bunrătaţieitaledezlupi-vorşidereptaţieitalebucura-se-voru immmmmmmmmsimmsimmmmmmmmmsisimmmmmmmmmsimmsimmmmmmmmmmmms
domnul|în-lung-rrăbdătoriu|şi|e domnulîn-lung-rrăbdătoriuşie immmmsimmmmmmmmmmmmmmmmmsisc
multu|milostiv|9bunru|e|domnulu multumilostiv9bunruedomnulu immmsimmmmmmsimmmmscimmmmms
a|toată|firea|şi|cruţătorile|lui atoatăfireaşicruţătorilelui cimmmsimmmsisimmmmmmmmmsims
pre|toate|lucrurile|lui|10se|se|spune pretoatelucrurilelui10sesespune imsimmmsimmmmmmmsimsimmsisimmms
ţie|doamne|toate ţiedoamnetoate imsimmmmsimmms
lucrurile|tale|şi|cuvinioşii lucruriletaleşicuvinioşii immmmmmmsimmsisimmmmmmmms
tăi|se|te|blagoslovească|11slava tăiseteblagoslovească11slava imsisisimmmmmmmmmmmmsimmmmms
împărăţiei|tale|dzice-o-vor|şi|putearea|ta împărăţieitaledzice-o-vorşiputeareata immmmmmmmsimmsimmmmmmmmmsisimmmmmmsis
grăi-o-vor|12a|spunre|feciorilor|omenreşti|putearea|ta grăi-o-vor12aspunrefecioriloromenreştiputeareata immmmmmmmsimsimmmmsimmmmmmmmsimmmmmmmsimmmmmmsis
şi|putearea|a şiputeareaa isimmmmmmsc
tale|13împărăţia|ta|împărăţie|întru tale13împărăţiataîmpărăţieîntru immsimmmmmmmmmsisimmmmmmmsimmms
toţi|veacii|şi|biruitul|tău|întru toţiveaciişibiruitultăuîntru immsimmmmsisimmmmmmsimsimmms
tot|gintul|ginturelor|credzutu|e|domnul|în totgintulginturelorcredzutuedomnulîn imsimmmmsimmmmmmmmsimmmmmmscimmmmsis
toate|cuventele|sale toatecuventelesale immmsimmmmmmmsimms
şi|mai|cuvios|întru şimaicuviosîntru isimsimmmmsimmms
şi|trage|toate|în-gios-arruncatele|15ochii|ce|toţi şitragetoateîn-gios-arruncatele15ochiicetoţi isimmmsimmmsimmmmmmmmmmmmmmmmmsimmmmmsisimms
pre|tinre|upovăiescu pretinreupovăiescu imsimmmsimmmmmmmms
şi|tu|dai|lor şitudailor isisimsims
hrană|în|vreamea|bunră|16deschidzi hranăînvreameabunră16deschidzi immmsisimmmmmsimmmsimmmmmmmmms
tot|viul|de|voie|bunră|17dereptu|e totviuldevoiebunră17dereptue imsimmsisimmsimmmsimmmmmmmsc
domnul|întru|toate domnulîntrutoate immmmsimmmsimmms
caile|sale|şi|cuvios cailesaleşicuvios immmsimmsisimmmms
în|toate|lucrurile|sale|18aproape întoatelucrurilesale18aproape isimmmsimmmmmmmsimmsimmmmmmms
face|şi|rruga faceşirruga immsisimmms
lor|aude|şi|scoate loraudeşiscoate imsimmsisimmmms
ei|20ţinre|domnul|toţi|ce ei20ţinredomnultoţice isimmmmmsimmmmsimmsis
iubesc|el|şi|toţi|greşiţii|piiarde-i-va iubescelşitoţigreşiţiipiiarde-i-va immmmsisisimmsimmmmmmsimmmmmmmmmms
21lauda|lu|dumnedzău|grăiescu|rrostul|mieu|şi 21laudaludumnedzăugrăiescurrostulmieuşi immmmmsisimmmmmmmsimmmmmmsimmmmmsimmsis
se|binre-grăiască|toată sebinre-grăiascătoată isimmmmmmmmmmmmsimmms
